Subsystem,Req_ID,Description,Verification_Method,Implemented_File,Test_File,Status
FDIR,FDIR-018,"Fallos MEDIUM SHALL reducir quality_flag según la tabla: magnetómetro → 0.7, GPS PDOP alto → 0.6, barómetro degradado → 0.5.",fdir_node.py — MEDIUM policy → quality_flag. Política HIGH: publicar rtb_command=True en,,,GAP
FDIR,FDIR-019,"Fallos HIGH (GPS perdido, motor degradado) SHALL publicar rtb_command=True.",fdir_node.py — HIGH policy → /fsm/in/rtb_command. Política CRITICAL: publicar fdir_emergency=True en,,,PARTIAL
FDIR,FDIR-020,"Fallos CRITICAL (IMU total, doble fallo) SHALL publicar fdir_emergency=True síncronamente, sin esperar el siguiente ciclo de monitorización.",TC-FDIR-001 — fdir_emergency → ABORT. CUBIERTO.,src/fdir/fdir/fdir_node.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FDIR,FDIR-021,El tiempo entre ocurrencia del fallo y publicación del fault event SHALL ser < 500ms P99.,TC-FDIR-011 — CUBIERTO.,test/test_m6_fdir.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FDIR,FDIR-022,"Para fallos CRITICAL, el tiempo SHALL ser < 100ms P99.",TC-FDIR-012 — latencia CRITICAL. Reset y persistencia de emergencias : FDIR,,src/mission_fsm/test/m6_fdir/test_fdir.py,GAP
FDIR,FDIR-023,fdir_emergency SHALL permanecer activo hasta que el operador publique reset_emergency=True en /fdir/reset.,TC-FDIR-009 — CUBIERTO.,src/fdir/fdir/fdir_node.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FDIR,FDIR-024,El comando reset_emergency SHALL rechazarse con error si el FSM no está en ABORT o PREFLIGHT.,fdir_node.py — reset_guard. active_faults se limpia en reset_emergency si ya no hay fallos,,,GAP
FDIR,FDIR-025,"Al recibir reset_emergency, el nodo SHALL verificar si los fallos originales siguen activos. Si no, limpiar active_faults.",fdir_node.py — reset_emergency handler.,,,GAP
FDIR,FDIR-026,El FDIR NO SHALL generar ningún fault event durante 30s de operación nominal.,TC-FDIR-006 — CUBIERTO.,test/test_m6_fdir.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FDIR,FDIR-027,"El topic /fdir/active_fault (std_msgs/String) SHALL publicar un JSON array con todos los fallos activos: {subsystem, fault_name, severity, timestamp_s}.","TC-FDIR-003, TC-FDIR-005 — CUBIERTOS.",src/fdir/fdir/fdir_node.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FDIR,FDIR-028,"/fdir/summary SHALL publicar: highest_severity, fault_count, fdir_emergency, quality_flag_override.",fdir_node.py — /fdir/summary publisher.,,,GAP
FDIR,FDIR-029,"SHALL existir un nodo watchdog que monitorice los heartbeats de FSM, DAIDALUS y Nav bridge. Un nodo sin heartbeat durante watchdog_timeout_s → safe_mode.","TC-FDIR-007, TC-FDIR-008 — XFAIL. ARCH-FDIR.",,src/mission_fsm/test/m6_fdir/test_fdir.py,GAP
FDIR,FDIR-030,"Los nodos FSM, DAIDALUS y Nav bridge SHALL publicar std_msgs/Header en /*/heartbeat al menos cada 1s.",ARCH-FDIR — pendiente. safe_mode: safe_mode=True en /fdir/safe_mode cuando,,,GAP
FDIR,FDIR-031,Cuando el watchdog detecte un nodo crítico muerto SHALL publicar safe_mode=True para que el FSM active procedimiento de contingencia.,"/fdir/safe_mode publisher. Pendiente. Aislamiento, logging y verificación Validación de rango en mensajes de sensores antes de",,,GAP
FDIR,FDIR-032,El FDIR SHALL verificar que los valores de cada topic de sensor están dentro de rangos físicamente plausibles antes de forwarding.,"fdir_node.py — range validators. Log de cada fault event con timestamp, sensor, severity,",,,GAP
FDIR,FDIR-033,"Cada fault event SHALL registrarse con: timestamp, sensor_id, fault_type, severity, fsm_state en ese momento.","fdir_node.py — _log_fault_event(). : FDIR Log de recovery: cuando un fallo se resuelve, registrar tiempo",,,GAP
FDIR,FDIR-034,"Al resolverse un fallo (condición ya no activa), SHALL registrarse la duración total del fallo.",fdir_node.py — fault_duration logging. TC por cada sensor monitorizado con inyección de fallo,,,GAP
FDIR,FDIR-035,"SHALL existir al menos un TC por sensor que inyecte el tipo de fallo correspondiente (timeout, rango, consistencia).",TC-FDIR-001..004 — parcial.,test/test_m6_fdir.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PARTIAL
FDIR,FDIR-036,TC-FDIR-006 SHALL verificar 30s sin fault events en condiciones nominales.,TC-FDIR-006 — CUBIERTO.,test/test_m6_fdir.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FSM,FSM-001,"El sistema SHALL implementar una HFSM donde EVENT contiene los subestados SENSOR_DEGRADED y TRAFFIC_CONFLICT, heredando todas las transiciones de seguridad del nivel raíz.",TC-FSM-021 — event_substate verificado. Análisis estático fsm.py.,src/mission_fsm/mission_fsm/fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,GAP
FSM,FSM-002,"El grafo FSM (estados, subestados, transiciones, condiciones de guarda, acciones de entrada/salida) SHALL estar íntegramente en un fichero YAML externo. Ningún estado ni transición SHALL estar hardcodeado en Python.",TC-FSM-018 — carga YAML sin excepción. TC-FSM-019 — YAML inválido lanza ValidationError.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-003,"Al cargar el YAML, el nodo SHALL verificar: (a) estados referenciados en transiciones existen, (b) condiciones usan átomos declarados, (c) no hay estados huérfanos sin transición de entrada.",TC-FSM-019 — YAML con estado inexistente en transición lanza ValidationError al startup.,fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-004,"El FSM SHALL implementar exactamente los estados: PREFLIGHT, AUTOTAXI, TAKEOFF, CRUISE, EVENT, LANDING, GO_AROUND, RTB, ABORT.",grep de estados en YAML. TC-FSM-001..022 visitan todos los estados.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-005,Las transiciones de cada estado SHALL evaluarse en el orden exacto de definición del YAML. La primera con condición verdadera se ejecuta y las restantes no se evalúan.,TC-FSM-011 — ABORT y EVENT simultáneos: ABORT gana. TC-FSM-012 — EVENT y RTB simultáneos: EVENT gana.,src/mission_fsm/mission_fsm/fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-006,"El motor SHALL soportar condiciones booleanas compuestas: all (AND lógico), any (OR lógico), not (negación). Deben poder anidarse a profundidad arbitraria.",TC-FSM-008 — condición any verificada. TC-FSM-009 — condición all. TC-FSM-010 — not anidado.,fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-007,El YAML SHALL soportar listas de acciones on_enter y on_exit por estado. El motor SHALL ejecutarlas al entrar y salir respectivamente.,Análisis estático del YAML. TC-FSM-015 — on_enter de GO_AROUND publica go_around_cmd.,fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PARTIAL
FSM,FSM-008,FSMState.trigger_type SHALL indicar si la transición fue AUTO (condición) o MANUAL (comando de operador).,FSMState.msg — trigger_type field.,src/flightmind_msgs/msg/FSMState.msg,,GAP
FSM,FSM-009,El nodo SHALL suscribirse a cualquier topic /fsm/in/ de tipo std_msgs/Bool cuyos nombres estén declarados en el YAML bajo la sección atoms.,M1 completo — mocks publican en /fsm/in/* y FSM responde.,mission_fsm_node.py,,PASS
FSM,FSM-010,"El nodo SHALL suscribirse a topics std_msgs/Float64 para átomos numéricos (quality_flag, daidalus_alert_level) que se comparan con umbrales.",TC-FSM-003 — quality_flag=0.3 desde /fsm/in/quality_flag (Float64).,mission_fsm_node.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-011,El tiempo entre publicación de un átomo en /fsm/in/* y su uso en la evaluación del siguiente step() SHALL ser inferior a 1 tick (1/tick_hz segundos).,TC-MW-003 — latencia átomo→step < 100ms a 10Hz.,mission_fsm_node.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-012,El FSM SHALL calcular quality_degraded internamente como quality_flag < quality_flag_threshold (default 0.5). No requiere publicación externa del booleano.,TC-FSM-003 — quality_flag=0.3 → quality_degraded=True → EVENT.,fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-013,"El umbral de quality_degraded SHALL ser configurable como parámetro ROS2 quality_flag_threshold, default 0.5.",mission_fsm_node.py — declare_parameter quality_flag_threshold.,src/mission_fsm/mission_fsm/mission_fsm_node.py,,PASS
FSM,FSM-014,"El FSM SHALL calcular daidalus_escalated como daidalus_alert_level >= daidalus_alert_amber (default 1, escalada a EVENT).",TC-DAI-002 — daidalus_alert_level=1 → daidalus_escalated=True → EVENT.,fsm.py,src/mission_fsm/test/m5_daidalus/test_daidalus_alerts.py,PASS
FSM,FSM-015,"El umbral de escalada DAIDALUS SHALL ser configurable como parámetro ROS2 daidalus_alert_amber, default 1.",mission_fsm_node.py — declare_parameter daidalus_alert_amber.,src/mission_fsm/mission_fsm/mission_fsm_node.py,,PASS
FSM,FSM-016,El FSM SHALL suscribirse a /fdir/emergency (std_msgs/Bool) y usarlo como átomo builtin fdir_emergency con prioridad máxima.,TC-FDIR-001 — fdir_emergency=True → ABORT desde CRUISE.,mission_fsm_node.py,src/mission_fsm/test/m6_fdir/test_fdir.py,PASS
FSM,FSM-017,El FSM SHALL soportar el átomo approach_not_stabilized para triggear GO_AROUND desde LANDING cuando la aproximación no cumple los criterios de estabilización.,TC-E2E-005 — approach_not_stabilized → GO_AROUND.,fsm.py,,PASS
FSM,FSM-018,"El átomo abort_command SHALL poder publicarse en /fsm/in/abort_command desde la GCS, ACAS Xu o cualquier otro sistema de seguridad.",TC-FSM-008 — abort_command → ABORT.,src/mission_fsm/mission_fsm/mission_fsm_node.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-019,El átomo battery_low SHALL activarse cuando battery_remaining_pct < battery_low_threshold (default 30%). SHALL triggear transición configurable (default: continuar misión con aviso).,mission_fsm.yaml — battery_low transitions. ARCH-1.7.,,,GAP
FSM,FSM-020,El átomo battery_critical SHALL activarse cuando battery_remaining_pct < battery_critical_threshold (default 15%). SHALL triggear RTB inmediato.,TC-FAULT-005 — XFAIL. ARCH-1.6.,,src/mission_fsm/test/m10_e2e_faults/test_e2e_faults.py,GAP (ARCH-1.6)
FSM,FSM-021,El átomo c2_lost SHALL activarse cuando el nodo C2 detecte pérdida de enlace y lo publique en /fsm/in/c2_lost.,TC-FAULT-004 — XFAIL. ARCH-1.7.,,src/mission_fsm/test/m10_e2e_faults/test_e2e_faults.py,GAP
FSM,FSM-022,El átomo gcs_lost SHALL activarse cuando se pierda el enlace con la GCS durante más de gcs_timeout_s (default 60s).,ARCH-1.7 — pendiente.,,,GAP
FSM,FSM-023,El átomo geofence_breach SHALL activarse cuando /polycarp/violation_imminent=True sea publicado por el airspace_monitor.,TC-FAULT-009 — geofence_breach → EVENT.,src/upnext_airspace/upnext_airspace/airspace_monitor_node.py,src/mission_fsm/test/m10_e2e_faults/test_e2e_faults.py,PASS
FSM,FSM-024,"El átomo rtb_command SHALL poder publicarse desde la GCS, FDIR o sistema de batería en /fsm/in/rtb_command.",TC-FSM-006 — rtb_command → RTB desde CRUISE.,src/mission_fsm/mission_fsm/mission_fsm_node.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-025,El átomo mission_complete SHALL publicarse desde trajectory_gen en /fsm/in/mission_complete cuando se alcanza el último waypoint.,TC-E2E-001 — mission_complete → LANDING.,src/mission_fsm/mission_fsm/mission_fsm_node.py,,PASS
FSM,FSM-026,La transición PREFLIGHT→AUTOTAXI SHALL ejecutarse cuando preflight_checks_ok=True.,TC-FSM-001 — PREFLIGHT→AUTOTAXI con preflight_checks_ok.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-027,La transición AUTOTAXI→TAKEOFF SHALL ejecutarse cuando at_runway_threshold=True (posición en punto de despegue).,TC-FSM-002 — AUTOTAXI→TAKEOFF.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-028,La transición TAKEOFF→CRUISE SHALL ejecutarse cuando airborne_and_stable=True (altitud de crucero alcanzada y vehículo estabilizado).,TC-FSM-003 — TAKEOFF→CRUISE.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-029,CRUISE→EVENT SHALL ejecutarse cuando quality_degraded=True y ningun trigger de mayor prioridad (abort/fdir) esté activo.,TC-FSM-004 — quality_degraded→EVENT.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-030,CRUISE→EVENT SHALL ejecutarse cuando daidalus_escalated=True y ningún trigger de mayor prioridad esté activo.,TC-DAI-002 — daidalus_escalated→EVENT.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m5_daidalus/test_daidalus_alerts.py,PASS
FSM,FSM-031,"CRUISE→ABORT SHALL ejecutarse cuando abort_command=True con máxima prioridad, antes de cualquier otra transición.",TC-FSM-007 — abort_command→ABORT desde CRUISE.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-032,"CRUISE→ABORT SHALL ejecutarse directamente cuando fdir_emergency=True, sin transicionar a EVENT como paso intermedio.",TC-FSM-008 — fdir_emergency→ABORT directo. PASS.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-033,CRUISE→RTB SHALL ejecutarse cuando rtb_command=True y no haya triggers de mayor prioridad activos.,TC-FSM-006 — rtb_command→RTB.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-034,CRUISE→LANDING SHALL ejecutarse cuando mission_complete=True y no haya triggers de mayor prioridad.,TC-E2E-001 — mission_complete→LANDING.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-035,EVENT→CRUISE SHALL ejecutarse cuando tanto quality_degraded como daidalus_escalated son False (evento resuelto).,TC-E2E-006 — resolución DAA→retorno CRUISE.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-036,"EVENT→ABORT SHALL ejecutarse cuando fdir_emergency=True o abort_command=True, con la misma prioridad máxima que desde CRUISE.",TC-FSM-013 — abort desde EVENT.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-037,EVENT→RTB SHALL ejecutarse por rtb_command=True o battery_critical=True.,TC-FAULT-005 — XFAIL. battery_critical no implementado. Transición LANDING → GO_AROUND por,,src/mission_fsm/test/m10_e2e_faults/test_e2e_faults.py,GAP (ARCH-1.6)
FSM,FSM-038,LANDING→GO_AROUND SHALL ejecutarse cuando approach_not_stabilized=True.,TC-E2E-005 — approach_not_stabilized→GO_AROUND.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-039,LANDING→ABORT SHALL tener la misma prioridad máxima que en cualquier otro estado.,TC-FSM-014 — abort desde LANDING.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-040,GO_AROUND→LANDING SHALL ejecutarse cuando la maniobra de go-around se complete y go_around_count < go_around_max_attempts.,TC-E2E-005 — go_around completo→LANDING.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-041,GO_AROUND→RTB SHALL ejecutarse cuando go_around_count >= go_around_max_attempts.,TC-E2E-005 — go_around_count=max→RTB.,src/mission_fsm/config/mission_fsm.yaml,,PARTIAL
FSM,FSM-042,RTB→LANDING SHALL ejecutarse cuando home_reached=True (posición sobre el punto de retorno).,TC-E2E-003 — home_reached→LANDING.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-043,RTB→ABORT SHALL ejecutarse cuando fdir_emergency=True durante el RTB.,TC-FSM-016 — fdir durante RTB→ABORT.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-044,Ningún átomo SHALL causar transición fuera de ABORT. Solo reset() o reinicio del nodo.,TC-FAULT-011 — publicar cualquier átomo en ABORT no produce transición.,fsm.py,src/mission_fsm/test/m10_e2e_faults/test_e2e_faults.py,PASS
FSM,FSM-045,"El orden de evaluación de transiciones desde CRUISE SHALL ser: (1) abort_command|fdir_emergency → ABORT, (2) daidalus_escalated|quality_degraded → EVENT, (3) rtb_command|battery_critical → RTB, (4) mission_complete → LANDING.",TC-FSM-011 — ABORT y EVENT simultáneos: ABORT gana. TC-FSM-012 — EVENT y RTB: EVENT gana.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-046,"Los estados TAKEOFF, CRUISE, EVENT, LANDING, GO_AROUND, RTB SHALL tener transición a ABORT con prioridad máxima.",Análisis estático YAML — todos los estados de vuelo contienen transición a ABORT como primera.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-047,El FSM SHALL incrementar go_around_count cada vez que se entre en GO_AROUND. Se resetea con reset().,TC-E2E-005 — go_around_count incrementado.,fsm.py,,PASS
FSM,FSM-048,"El límite de go-arounds SHALL ser configurable como parámetro ROS2 go_around_max_attempts (VTOL default 3, HELI default 5).","config/mission_fsm_vtol.yaml=3, config/mission_fsm_heli.yaml=5.",src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-049,El YAML SHALL soportar el campo max_duration_sec por estado. El motor SHALL monitorizar el tiempo en el estado y ejecutar on_timeout si se supera.,ARCH-1.2 — timeouts no implementados. TC-TO-001..010 XFAIL.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,GAP
FSM,FSM-050,"El estado TAKEOFF SHALL tener max_duration_sec configurable. Si se supera, SHALL transicionar a ABORT (configurado en on_timeout del YAML).",TC-TO-001 — XFAIL.,,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,GAP
FSM,FSM-051,"LANDING SHALL tener max_duration_sec. Si se supera y go_around_count < max, SHALL ir a GO_AROUND; si se han agotado los intentos, SHALL ir a ABORT.",TC-TO-002 — XFAIL.,,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,GAP
FSM,FSM-052,GO_AROUND SHALL tener max_duration_sec. Si se supera SHALL ir a RTB.,TC-TO-004 — XFAIL. ARCH-1.5.,,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,GAP
FSM,FSM-053,RTB SHALL tener max_duration_sec. Si se supera SHALL ir a ABORT.,TC-TO-005 — XFAIL.,,src/mission_fsm/test/m2_fsm_timeouts/test_fsm_timeouts.py,GAP
FSM,FSM-054,"El contador de tiempo SHALL resetearse a cero cada vez que se entre en un estado, incluyendo reentradas al mismo estado.",fsm.py — state_entry_time reseteado en _do_transition().,fsm.py,,GAP
FSM,FSM-055,La frecuencia de evaluación SHALL ser configurable vía parámetro tick_hz.,TC-MW-006 — parámetro tick_hz.,mission_fsm_node.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-056,El método step() SHALL completar en menos de 1/tick_hz para no bloquear el timer.,TC-PERF-004 — latencia step() < 2ms a 10Hz.,fsm.py,src/mission_fsm/test/m11_performance/test_performance.py,PASS
FSM,FSM-057,El tiempo de ejecución de step() SHALL ser < 2ms en hardware de referencia (Jetson Orin / Intel NUC).,TC-PERF-004 — medición con timeit.,test/test_m11_performance.py,src/mission_fsm/test/m11_performance/test_performance.py,PASS
FSM,FSM-058,Las condiciones basadas en quality_flag y daidalus_alert_level SHALL implementar histéresis: el umbral de activación es mayor que el de desactivación.,TC-FSM-023 — XFAIL. ARCH-1.1. Publicación ROS2 y campos de FSMState Publicación de FSMState en /fsm/state con QoS RELIABLE +,,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,GAP
FSM,FSM-059,El nodo SHALL publicar flightmind_msgs/FSMState con reliability=RELIABLE y durability=TRANSIENT_LOCAL.,TC-MW-002 — análisis QoS. TC-MW-004 — suscripción tardía.,mission_fsm_node.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-060,"FSMState SHALL publicarse síncronamente en el mismo ciclo en que ocurre la transición, no en el siguiente tick.",fsm.py — _do_transition() publica FSMState inmediatamente.,fsm.py,,PASS
FSM,FSM-061,FSMState.state SHALL contener el nombre exacto del estado actual como string.,flightmind_msgs/FSMState.msg,src/flightmind_msgs/msg/FSMState.msg,,PASS
FSM,FSM-062,FSMState.active_trigger SHALL contener el nombre del átomo o condición que causó la última transición.,flightmind_msgs/FSMState.msg,src/flightmind_msgs/msg/FSMState.msg,,PASS
FSM,FSM-063,"FSMState.event_substate SHALL indicar la causa del EVENT: vacío si no está en EVENT, SENSOR_DEGRADED si fue por quality_degraded, TRAFFIC_CONFLICT si fue por daidalus_escalated.",TC-FSM-021 — event_substate verificado. XFAIL actualmente. ARCH-1.3.,src/flightmind_msgs/msg/FSMState.msg,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,GAP
FSM,FSM-064,FSMState.go_around_count SHALL contener el número de go-arounds desde el inicio.,flightmind_msgs/FSMState.msg,src/flightmind_msgs/msg/FSMState.msg,,PASS
FSM,FSM-065,"FSMState.tick_count SHALL incrementarse en cada step(), independientemente de si hubo transición.",flightmind_msgs/FSMState.msg,src/flightmind_msgs/msg/FSMState.msg,,PASS
FSM,FSM-066,FSMState.stamp SHALL contener el timestamp del momento exacto de publicación.,flightmind_msgs/FSMState.msg,src/flightmind_msgs/msg/FSMState.msg,,PASS
FSM,FSM-067,Los topics std_msgs/String /fsm/current_mode y /fsm/active_trigger SHALL mantenerse para compatibilidad con herramientas existentes.,TC-MW verifican ambos topics.,mission_fsm_node.py,,PASS
FSM,FSM-068,El estado inicial del FSM SHALL ser configurable como parámetro ROS2 initial_state (default: PREFLIGHT).,TC-MW-006 — initial_state=CRUISE. Mocks M1.,mission_fsm_node.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-069,El nodo SHALL publicar el primer FSMState en menos de 2s desde el lanzamiento.,TC-MW-001 — primer FSMState < 2s. CUBIERTO.,test/test_m8_middleware.py,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-070,"reset() SHALL: (1) volver a initial_state, (2) limpiar todos los átomos a False/0, (3) resetear go_around_count y tick_count, (4) publicar FSMState actualizado.",TC-FSM-017 — reset() verificado.,src/mission_fsm/mission_fsm/fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-071,reset() SHALL lanzar StateError si se llama desde cualquier estado que no sea ABORT o PREFLIGHT.,fsm.py — reset() guard condition.,src/mission_fsm/mission_fsm/fsm.py,,GAP
FSM,FSM-072,"SHALL existir al menos: mission_fsm_vtol.yaml, mission_fsm_heli.yaml, mission_fsm_male.yaml con parámetros diferenciados.",TC-MW-007 — 3 YAMLs con parámetros distintos.,src/mission_fsm/config/mission_fsm.yaml,src/mission_fsm/test/m8_middleware/test_ros2_middleware.py,PASS
FSM,FSM-073,mission_fsm_vtol.yaml SHALL incluir go_around_max_attempts=3 y takeoff_timeout_s=60.,config/mission_fsm_vtol.yaml.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-074,mission_fsm_heli.yaml SHALL incluir go_around_max_attempts=5.,config/mission_fsm_heli.yaml.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-075,mission_fsm_male.yaml SHALL incluir c2_timeout_sec=30 y bvlos_mode=true.,config/mission_fsm_male.yaml.,src/mission_fsm/config/mission_fsm.yaml,,PASS
FSM,FSM-076,"El FSM SHALL registrar en ROS2 log (INFO) cada transición con: timestamp, from_state, to_state, trigger.",fsm.py — _do_transition() logging.,fsm.py,,PASS
FSM,FSM-077,El FSM SHALL registrar a nivel DEBUG cada vez que un átomo cambia de valor.,fsm.py — atom setter con logging.debug.,src/mission_fsm/mission_fsm/fsm.py,,PARTIAL
FSM,FSM-078,"fsm.to_dict() SHALL retornar un dict JSON-serializable con: state, atoms (dict), active_trigger, event_substate, go_around_count, tick_count.",TC-FSM-022 — json.dumps(fsm.to_dict()) sin excepción.,src/mission_fsm/mission_fsm/fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-079,"to_dict()[""atoms""] SHALL contener un dict con todos los átomos declarados y sus valores actuales.",TC-FSM-022 — atoms en to_dict().,src/mission_fsm/mission_fsm/fsm.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-080,El módulo fsm.py SHALL alcanzar 100% de branch coverage.,"pytest --cov: 113 stmts, 60 branches, 0 miss = 100%.",src/mission_fsm/test/,,PASS
FSM,FSM-081,SHALL existir al menos un TC que verifique cada transición definida en el YAML.,TC-FSM-001..022 — cobertura de transiciones. VV_MATRIX.md.,docs/vnv/VV_MATRIX.md,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-082,SHALL existir TCs que inyecten dos triggers simultáneos en cada estado crítico.,"TC-FSM-011, TC-FSM-012.",test/test_m1_fsm_transitions.py,src/mission_fsm/test/m1_fsm_transitions/test_fsm_transitions.py,PASS
FSM,FSM-083,Cada test XFAIL SHALL referenciar el gap ARCH-X.X en su docstring.,XFAIL_INDEX.md.,src/mission_fsm/docs/vnv/XFAIL_INDEX.md,,PASS
FSM,FSM-084,El plan V&V; SHALL incluir una matriz SR→TC donde cada requisito tiene al menos un TC.,docs/vnv/VV_MATRIX.md.,src/mission_fsm/docs/vnv/VV_MATRIX.md,,PASS
TEST,GCS-001,"La GCS SHALL mostrar estado FSM, trigger activo y event_substate con latencia < 500ms.",testbench FsmGraphPanel.,testbench/js/panels/FsmGraphPanel.js,,PASS
TEST,GCS-002,El grafo FSM SHALL mostrarse con estado activo diferenciado.,testbench FsmGraphPanel — canvas.,testbench/js/panels/FsmGraphPanel.js,,PASS
TEST,GCS-003,El nombre del átomo que causó la última transición SHALL mostrarse.,testbench FsmGraphPanel — trigger label.,testbench/js/panels/FsmGraphPanel.js,,PASS
GCS,GCS-004,SENSOR_DEGRADED o TRAFFIC_CONFLICT SHALL mostrarse.,testbench FsmGraphPanel — substate.,,,PARTIAL
GCS,GCS-005,La GCS SHALL mostrar el historial reciente.,testbench FsmGraphPanel — history list.,,,PARTIAL
GCS,GCS-006,El contador SHALL mostrarse de forma prominente.,"testbench FsmGraphPanel. Mapa de misión 2D : GCS INTERFACE Mapa 2D con posición UAS, ruta planificada, waypoints",,,PARTIAL
TEST,GCS-007,"La GCS SHALL mostrar posición UAS, ruta y waypoints.",testbench MapPanel.,testbench/js/panels/MapPanel.js,,PASS
TEST,GCS-008,Las NFZ SHALL mostrarse como polígonos semitransparentes.,testbench MapPanel — NFZ overlay.,testbench/js/panels/MapPanel.js,,PASS
TEST,GCS-009,El mapa SHALL mostrar el trail del UAS.,testbench MapPanel — trail.,testbench/js/panels/MapPanel.js,,PASS
GCS,GCS-010,El icono SHALL rotar según el heading actual.,testbench MapPanel — heading rotation.,,,PARTIAL
